,chosun_word_before,chosun_word_after,kyunghyang_word_before,kyunghyang_word_after
867,희망,기초,조직,적용
868,출장지,강성,전광훈,극우세력
869,진상,표현,파렴치,당권경쟁
870,한일중,혼신,무력,제1
871,평과,공신,미래자유,염원
872,영남,염두,중범죄자,거액
873,5600원,주체,바람,방법
874,25년,대통령실,예비후보자,봉사자
875,공론,방침,자신,4일
876,이재명당,발언들,일희일비,정계
877,재논의,발생,완수,회부
878,부산시,호남,당협,헌법기관
879,경향성,사석,절차,헌정사
880,등락,정비,재앙,가지
881,손길,박덕흠,합리성,이동권
882,25만,3명,비용,전술
883,37%,횡포,보고,혁신당
884,1심,증명,가동,주인공
885,배우자,불신,회동,대권
886,추가경정예산,청년들,조국혁,모양새
887,결단,영남,한국사회,관례
888,발목,응답,김기현,전광훈
889,폭거,1대,피청구,전국
890,소진,일대,개혁안,회동
891,유포,지지표,복구,경의
892,마포구,협상,여론조사,취임사
893,광신도,존재,총리,단결
894,자화자찬,가나다순,초조,최상목
895,혜택,김영수,상식적,무한
896,의뢰,분권,내역,자각
897,전쟁터,선봉,주문,성명
898,행정,혐오,투표율,기도
899,석동현,출발,천명,비대
900,현지,반정치,결탁,각자
901,횡포,고름,줄다리기,시대정신
902,50년,역경,정보위,협의
903,치안,국민투표,치유,내달
904,국민투표,5,실장,4000명
905,부채,21~22일,문란,인사부
906,충실,포용,아픔,처장
907,한마디,투자,부패,비율
908,보완,KBS,계층,계획
909,경쟁적,민주공화정,기만행위,동력
910,훈장,촉박,진심,원내수석대변인
911,53%,군사,초유,진료
912,참가,견지,목적,축하
913,비용,15일,집단,대선주자들
914,컨설팅,총력,탄핵안,전북
915,노래,전임,10일,정착
916,주적관,진출,사유,종로구
917,눈높이,수석,공간,크기
918,고용,공단,그다음,9%
919,당사자,절반,포고령,1명
920,주거,45%,연설,서로
921,41%,완전국민경선,의결,2년
922,유무죄,지연,제목,기점
923,활력,재판관,직원,사각지대
924,국민께,공동,마린,원내대책회의
925,여파,비호,스펙트럼,막바지
926,표준,현장,예방,부동산
927,평등,지도자들,극우본색,깃발
928,믿음,고성,각오,공동선대위원장
929,수급,충성,추방,대구시
930,K-의료,이탈,표심,총리추천제
931,가담,재해,JU,고집
932,분파,지속,싫증,난무
933,총선,피땀,비상대책위원회의,증액
934,공식,유지,쿠바,의대생
935,8%,근로,공모,자진
936,2025.,사회공동체,10%포인트,이념
937,자당,출사표,위주,우원식
938,업무,자부심,인식,관리위원회
939,징계,무소속,위헌적,일꾼
940,변호인,처장,고무,광란
941,지난날,통화,일단락,사이다
942,대사,미측,차별화,난관
943,아사드,킨텍스,국제사회,눈물
944,문해력,다짐,배제,대행체제
945,문재인,패배,박근혜,고성
946,조건,서울시장,원내지도부,사용료
947,최고조,본관,훼손,바람
948,56표,분발,예의,정서
949,탄핵심판,체제,보건복지부,92.00%
950,192석,정신,지칭,아픔
951,투톱,삭감,농락,여망
952,행복,확대,97.91%,전례들
953,국가기관,직격,편리,비상대책위원회의
954,대기,개싸움,지원금,위법행위
955,선거인,회견,개최,의사들
956,사법부,환영,성격,사리사욕
957,광주,강세,대안,강성층
958,사직,감시,단어,손해
959,중대사,안중,안정적,14일
960,이슬람,호흡,망상,경기부양
961,사업,주마등,행동,중도보수
962,동포애,윤리위원장,진보,5
963,6.7%,약자동행,재발,21일
964,최종,전문가들,대승적,정면
965,관리,표명,내부,내성
966,기초자치단체장,친위,다행,오늘날
967,항소심,번째,절망,상향
968,징역형,7공화국,일종,경고
969,지대,사명감,활동,경고성
970,무효,발버둥,반격,2위
971,인구,부합,판사,공명선거
972,최소,38%,불완전,경향
973,산업,일제시대,언어,거취
974,시리아,모델,2심,투명
975,악의,대통합,더민주대전혁신회의,국무
976,안국역,캠프,연결,조국혁신당
977,36.1%,절망,공격,진출자
978,기본권,비대,발의,인생
979,면죄부,지원법,배신행위,제공
980,포항제철소,최일선,이사,공산
981,진심,내분,탄핵감,슬기
982,확립,108석,불편,윤상현
983,연설,수립,멸칭,공백
984,신설,집행,관점,시대교체
985,공동체,프랑스,소명,디딤돌
986,이기주의,순간,중국,원래
987,계몽령,변호인단,2000억,중범죄자
988,실수,조희대,금융,기각
989,수뇌부,삼권분립,추후,박상섭
990,의대,전원,작동,국호
991,송석준,성원,배신자,정당민주주의
992,양측,선대위원장,연금법,성립
993,사법발전위원회,마련,몰두,49일
994,한자리,연정,보유,리스크
995,외교부,구금,소송,청산
996,농단,표시,헌재가,제한적
997,필수적,제주,전선,통일
998,포로,회부,내란죄,제주
999,간사,징계,실시간,자율적
1000,해석,전후,정식,강남
1001,8000억,37%,기소,정지
1002,성립,시도지사들,대체적,피청구인
1003,전문성,자산,성장,청년
1004,예상,1,장관,접근
1005,보상감,시대교체,겁니,정책위의장
1006,정치공방,방송,진성준,방지
1007,巨野,진통,요원,화합
1008,위기감,정치적,가장,총무
1009,당직,SBS,칭찬,박수
1010,수급액,현상,기약,국적
1011,평생,윤심,자당,통치구조
1012,통제,전국,절제,흥행
1013,법관,중앙당사,해고,지정
1014,신중,이시바,국부,상징
1015,42%,매진,화병,폐기
1016,고위공직자범죄수사처장,당부,호들갑,형평성
1017,의결,찬탈,병원,일치
1018,판시,상의,속도,싱크탱크
1019,월북,인물,몽니,역선택
1020,의구심,김건희,첫발,시민사회
1021,가까이,득표자,독자,관심도
1022,명복,1%,97명,내란대행
1023,브리핑,인선,샅바싸움,공론장
1024,국무총리,1인,28.9회,마무리
1025,천안함,피청구,참모,정대철
1026,헌법소원,박수,명씩,동행
1027,밤샌,전면,최소,충청
1028,변질,납세,입맛,전당
1029,범천의원,임무,86세대,프레임
1030,불구경,제한,이데올로기,이해
1031,0.4%,용기,류제화,대표들
1032,원로,방법,파멸,빨간색
1033,특권의식,혼자,박환기,회식
1034,구도,공천,5만,일체
1035,겁박,균형,행각,침통
1036,원형,순회,추구,중재
1037,문헌,신망,집단소송,인사규칙
1038,자극,상식,집계,최극우
1039,5당,궁리,면죄부,수락
1040,서울구치소,체포,76명,용기
1041,발대식,한민국,대표기관,임기
1042,김상욱,일원,재선,상승세
1043,0%대,보유,권고안,기재부
1044,개혁방안,유력,친윤석열계,정치공학
1045,지체,운운,기초연금,공격
1046,이지혜,자국,김동원,51회
1047,5,40%,경북,부응
1048,지시,탈바꿈,12년,발간
1049,경쟁력,83%,탄핵소추안,선거대책위원회
1050,전례,선명,겸손,허위
1051,남발,11배,황교안,단체장
1052,시한부,당선,양당,다행
1053,보편,부상,계륵,불식
1054,뜻밖,정신력,미얀마,제외
1055,60%,환경,기점,회고록
1056,별도,중산층,김재섭,통합위원회
1057,질의,투명,간담회,반대파
1058,준비,수락,좌고우면,균형
1059,지역구,대국민,세종갑,19대
1060,remain,기호,오동운,해병대
1061,미안,출범,중단,RN
1062,진압,경쟁력,당원,하루
1063,음모,위헌,거짓말,오해
1064,강민국,TV,영문,맥락들
1065,개입,관계자들,대로,책임자
1066,시발점,후보직,이탈표,환원
1067,김정은,확산,2013년,차출론
1068,조승래,작용,108명,재무부
1069,가혹,쿠데타,공수처장,영남
1070,한나라당,공모,안착,컷오프
1071,말살,해체,명씨,10.9%
1072,기획,참회,인공지능,지원금
1073,시위대,공정,이미지,공천
1074,공동,논평,응답,기일
1075,거야,국무총리,일각,가스
1076,고령화,무료,제도개선,지도
1077,동맹국,총회,고충,군대
1078,상식적,명분,글자,국가기관
1079,2.5,산증인,맹윤,자평
1080,기권,구조,계몽령,공소
1081,일들,제공,핵심,앞마당
1082,포인트,이양수,자정,점검
1083,폭력,근심거리,답변,홈페이지
1084,통화,시행,양쪽,본청
1085,규모,고초,이념,우두머리
1086,독일,자체,오른쪽,보존
1087,국회의원들,독재,원숭이,주도권
1088,우호적,중국,접수,대세
1089,그해,이낙연,승리,수익률
1090,총부리,전달,대표자,러시아
1091,정계,수령액,소통,정통
1092,강원도청,50만,정작,협조
1093,민노총,눈치,그해,충실
1094,착수,정체,지혜,사전
1095,중과세,1분기,극단세력,탄핵사태
1096,민주적,전체주의,채용,가처분
1097,군대,달성,예비비,대서사시
1098,복무,면죄부,정착,제재
1099,민생회복지원금,법정,충돌,통상
1100,생사,잔불,강화,언행
1101,규제,단절,공세,특정
1102,10%,동결,개인,신념
1103,역량,기도,직무감찰,진보진영
1104,검찰총장,의심,전무,최종적
1105,다당제,만세,손길,미증유
1106,국난,1만,8억,여의도연구원
1107,휴일,규모,추가경정예산,18%
1108,국민펀드,법안,당선,30일
1109,친윤계,참석,사망,집계
1110,종지부,반응,용서치,허용
1111,창당,감당,전씨,화두
1112,상상,단합,항고,군인
1113,회관,생살여탈권,연일,효과적
1114,폭탄,국무회의,개탄,부정
1115,희생정신,거행,사회학,국가긴급권
1116,항소,한도,법률자문위원장,경기도청
1117,쇼크,주류,확보,평균
1118,세금혜택,50.93%,설치,공식
1119,지휘,민낯,견제,호남
1120,괴담,전문성,글항아리,성장
1121,반박,50일,안녕,집무실
1122,미투,눈길,마음속,2인
1123,국회사무처,공부,퇴직,민초들
1124,17일,출마를,여지,경호처
1125,전략적,윤재옥,표시,정리
1126,반대표,임금,무장,투어
1127,당론,國泰民安,상임위원장,도전
1128,예산안,평당원,화합,첫마디
1129,조치,규칙,동원,폭주
1130,벌칙,재산권,공감,가속화
1131,참관인도,밀착,원칙,항의
1132,이외,뼛속,실체,권력자들
1133,박준태,양측,편승,다짐
1134,기여,월드컵,애초,지향
1135,체통,최상,배진현,극명
1136,속죄,59%,국민권익위원회,인기
1137,재판관,후보군,프라이머리,58%
1138,차원,6일,절대다수,기획
1139,고유,옛일,해명,주재
1140,당대표,아바타,반복,몰락
1141,유혈혁명,외교부,4%P,공정성
1142,침낭,살상,2곳,품격
1143,가스라이팅,기조,연장,조별
1144,퇴임식,형사법정,손발,보편
1145,구축,이석연,좌우,구제
1146,배낙호,44%,정신병자,인상
1147,용납,각지,기인,압축
1148,잠정,민주국가,테러리즘,속셈
1149,사용,한남동,유권자들,물리적
1150,나이,좌우,실정,차출
1151,시민단체,개인종합자산관리계좌,젤렌스키,책임당원
1152,무기,증진,손현보,유용
1153,사이버,직관적,국방위원들,책무
1154,문구,등장,경제질서,탈환
1155,자강,불가능,존엄성,사안
1156,상대당,박찬대,지령설,숙고
1157,기초의원,이름,안보,소개
1158,인면수심,부각,동기,정치재판
1159,오만,원내대변인,명단,독주
1160,설립,제왕,탄핵반대파,해법
1161,의원실,24%,의대,비중
1162,청구,전개,영구집권,설립
1163,3.9%,대통령직,제왕,민주개혁
1164,국가권력,공언,저자,7명
1165,실세,2025.04,문해력,협박
1166,식견,효력,그림,직전
1167,군가,주눅,방송사,국민대회
1168,김태호,악영향,전략기획부총장,일반적
1169,계열,31일,표명,필수적
1170,2곳,소감,한정,활성
1171,공천,4사,5000만,용납
1172,단식투쟁,김씨,과거,증거
1173,칭송,반헌법,광화문역,입주
1174,전진숙,절제,여념,스트레스
1175,소극,청년,자랑,재정부
1176,항복,장기판,문법,아트홀
1177,첨단,현시점,우파,사필귀정
1178,지지자들,경력,주범,공론화
1179,하루,부울경,소유,평판
1180,준수,반간첩법,성숙,징계
1181,정책조정회의,4강,대략,보유
1182,출발점,공인,검사정치,예비역
1183,합참의장,黨籍,우리나라,성적
1184,해야,일주일간,서초구,12명
1185,당부,광장,헌신,민주주
1186,credit,정상적,취재진,기관
1187,군복무,최종적,보궐,국헌
1188,법제화,정상화,조장,프랑스
1189,미지수,시정,달간,지연
1190,방침,67%,내란세력,논점
1191,귀국,일제,선관,지속적
1192,전씨,원래,개편,당원투표
1193,걸림돌,전격,자성,윤희숙
1194,연맹,한화갑,기권,초월
1195,與野,자질,백기,123일
1196,윤건영,엘살바도르,누적,탈당
1197,직면,감사원,지지자,면제
1198,일터,정대철,명언,차단
1199,38%,추대위,상실,실제
1200,항공기,남짓,김건희,소지
1201,보궐선거,쓰레기,기록,재대결
1202,독점,동정,청개구리,생존
1203,사령관,장기적,구두브리핑,실체
1204,올인,이념논쟁,짜증,면담
1205,국제사회,동등,2000만,필요성
1206,조세,이례,24%,모임
1207,카르텔,종합적,강탈,용인
1208,용사,빗속,자동,단합
1209,가나다순,절체절명,오래전,제거
1210,환자분들,수도권,계산,당대표
1211,장기억류,봉사,삽입,90.32%
1212,합법,복종,김근식,협치
1213,108석,수습,연금행동,안보태세
1214,4대,염치,유명,어필
1215,성적표,통상,우원식,27일
1216,power,난국,정상,혐오
1217,포탄,영등포구,기획재정위원장,규모
1218,동교동,피해자,의아,대선포기
1219,금액,자멸,인근,실천
1220,추산,견해,조기대선,특검
1221,소액주주,원씩,자유민주주,각인
1222,보유,의원총회,낙관,40%
